entityId,time_utc,availableBikeNumber
24387,2025-02-03 13:00:00+00:00,12.0
24387,2025-02-03 14:00:00+00:00,12.0
24388,2025-02-02 15:00:00+00:00,5.981481481481482
24388,2025-02-02 16:00:00+00:00,5.76
24388,2025-02-02 17:00:00+00:00,7.74468085106383
24388,2025-02-02 18:00:00+00:00,8.0
24388,2025-02-02 19:00:00+00:00,8.0
24388,2025-02-02 20:00:00+00:00,8.0
24388,2025-02-02 21:00:00+00:00,8.0
24388,2025-02-02 22:00:00+00:00,8.0
24388,2025-02-02 23:00:00+00:00,8.0
24388,2025-02-03 00:00:00+00:00,8.0
24388,2025-02-03 01:00:00+00:00,7.521739130434782
24388,2025-02-03 02:00:00+00:00,7.0
24388,2025-02-03 03:00:00+00:00,7.0
24388,2025-02-03 04:00:00+00:00,7.0
24388,2025-02-03 05:00:00+00:00,7.0
24388,2025-02-03 06:00:00+00:00,7.0
24388,2025-02-03 07:00:00+00:00,7.0
24388,2025-02-03 08:00:00+00:00,7.0
24388,2025-02-03 09:00:00+00:00,7.0
24388,2025-02-03 10:00:00+00:00,7.0
24388,2025-02-03 11:00:00+00:00,7.0
24388,2025-02-03 12:00:00+00:00,7.0
24388,2025-02-03 13:00:00+00:00,7.0
24388,2025-02-03 14:00:00+00:00,7.0
24389,2025-02-02 15:00:00+00:00,1.9245283018867925
24389,2025-02-02 16:00:00+00:00,6.980392156862745
24389,2025-02-02 17:00:00+00:00,12.42
24389,2025-02-02 18:00:00+00:00,12.73076923076923
24389,2025-02-02 19:00:00+00:00,11.678571428571429
24389,2025-02-02 20:00:00+00:00,11.11111111111111
24389,2025-02-02 21:00:00+00:00,10.859649122807015
24389,2025-02-02 22:00:00+00:00,11.0
24389,2025-02-02 23:00:00+00:00,11.0
24389,2025-02-03 00:00:00+00:00,11.0
24389,2025-02-03 01:00:00+00:00,11.0
24389,2025-02-03 02:00:00+00:00,11.0
24389,2025-02-03 03:00:00+00:00,11.0
24389,2025-02-03 04:00:00+00:00,10.074074074074074
24389,2025-02-03 05:00:00+00:00,9.5
24389,2025-02-03 06:00:00+00:00,6.918367346938775
24389,2025-02-03 07:00:00+00:00,3.68
24389,2025-02-03 08:00:00+00:00,3.392857142857143
24389,2025-02-03 09:00:00+00:00,0.9322033898305084
24389,2025-02-03 10:00:00+00:00,0.0
24389,2025-02-03 11:00:00+00:00,0.24
24389,2025-02-03 12:00:00+00:00,1.0677966101694916
24389,2025-02-03 13:00:00+00:00,0.1896551724137931
24389,2025-02-03 14:00:00+00:00,0.1666666666666666
24390,2025-02-02 15:00:00+00:00,2.0
24390,2025-02-02 16:00:00+00:00,2.84
24390,2025-02-02 17:00:00+00:00,3.0
24390,2025-02-02 18:00:00+00:00,2.708333333333333
24390,2025-02-02 19:00:00+00:00,1.1764705882352942
