entityId,time_utc,precipitation,temperature,windSpeed
54331021,2024-12-13 10:00:00+00:00,0.0,1.2033333333333334,4.44
54331021,2024-12-13 11:00:00+00:00,0.0,1.06,4.375
54331021,2024-12-13 12:00:00+00:00,0.0,0.56,4.3725
54331021,2024-12-13 13:00:00+00:00,0.0,0.01,3.4333333333333336
54351009,2024-12-12 14:00:00+00:00,0.0,3.06,1.54
54351009,2024-12-12 15:00:00+00:00,0.0,3.1060000000000003,2.1100000000000003
54351009,2024-12-12 16:00:00+00:00,0.0,4.06,2.5733333333333337
54351009,2024-12-12 17:00:00+00:00,0.0,3.31,3.0875
54351009,2024-12-12 18:00:00+00:00,0.0,3.06,2.1875
54351009,2024-12-12 19:00:00+00:00,0.0,3.06,1.852
54351009,2024-12-12 20:00:00+00:00,0.0,3.56,1.285
54351009,2024-12-12 21:00:00+00:00,0.0,3.06,1.8000000000000005
54351009,2024-12-12 22:00:00+00:00,0.0,3.06,1.8
54351009,2024-12-12 23:00:00+00:00,0.0,3.06,1.8
54351009,2024-12-13 00:00:00+00:00,0.0,3.06,1.285
54351009,2024-12-13 01:00:00+00:00,0.0,2.06,1.8000000000000005
54351009,2024-12-13 02:00:00+00:00,0.0,2.06,3.345
54351009,2024-12-13 03:00:00+00:00,0.0,1.06,2.315
54351009,2024-12-13 04:00:00+00:00,0.0,1.06,1.8833333333333333
54351009,2024-12-13 05:00:00+00:00,0.0,1.06,2.315
54351009,2024-12-13 06:00:00+00:00,0.0,1.06,2.57
54351009,2024-12-13 07:00:00+00:00,0.0,1.06,3.4725
54351009,2024-12-13 08:00:00+00:00,0.0,0.56,4.375
54351009,2024-12-13 09:00:00+00:00,0.0,1.06,4.890000000000001
54351009,2024-12-13 10:00:00+00:00,0.0,0.79,4.275
54351009,2024-12-13 11:00:00+00:00,0.0,1.06,4.375
54351009,2024-12-13 12:00:00+00:00,0.0,0.7266666666666667,4.286666666666666
54351009,2024-12-13 13:00:00+00:00,0.0,0.06,3.7325
